Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,MSPB-1 Achievement Threshold,MSPB-1 Benchmark,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,MSPB-1 Improvement Points,MSPB-1 Measure Score
2024,280105,CHI HEALTH MIDLANDS,11111 SOUTH 84TH ST,PAPILLION,NE,68046,SARPY,0.98892,0.84816,0.845892,0.870568,8 out of 10,0 out of 9,8 out of 10
2024,280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,PLATTE,0.98892,0.84816,1.004096,1.001083,0 out of 10,0 out of 9,0 out of 10
2024,280125,FAITH REGIONAL HEALTH SERVICES,2700 WEST NORFOLK AVE,NORFOLK,NE,68701,MADISON,0.98892,0.84816,1.000764,1.037767,0 out of 10,0 out of 9,0 out of 10
2024,280128,CHI HEALTH NEBRASKA HEART,7500 SOUTH 91ST ST,LINCOLN,NE,68526,LANCASTER,0.98892,0.84816,0.963349,1.017115,0 out of 10,0 out of 9,0 out of 10
2024,280130,CHI HEALTH LAKESIDE,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,DOUGLAS,0.98892,0.84816,0.9821,0.940594,4 out of 10,3 out of 9,4 out of 10
2024,280132,"BELLEVUE MEDICAL CENTER, LLC",2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,SARPY,0.98892,0.84816,0.923614,0.936118,4 out of 10,0 out of 9,4 out of 10
2024,280134,KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,BUFFALO,0.98892,0.84816,1.044668,1.045441,0 out of 10,0 out of 9,0 out of 10
2024,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,WASHOE,0.98892,0.84816,0.985494,1.005898,0 out of 10,0 out of 9,0 out of 10
2024,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,89109,CLARK,0.98892,0.84816,1.136999,1.191537,0 out of 10,0 out of 9,0 out of 10
2024,290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,89030,CLARK,0.98892,0.84816,1.114637,1.168008,0 out of 10,0 out of 9,0 out of 10
2024,290007,UNIVERSITY MEDICAL CENTER,1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,CLARK,0.98892,0.84816,1.108337,1.075299,0 out of 10,1 out of 9,1 out of 10
2024,290008,NORTHEASTERN NEVADA REGIONAL HOSPITAL,2001 ERRECART BLVD,ELKO,NV,89801,ELKO,0.98892,0.84816,0.966512,0.918712,5 out of 10,4 out of 9,5 out of 10
2024,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,WASHOE,0.98892,0.84816,0.897856,0.96286,2 out of 10,0 out of 9,2 out of 10
2024,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,89703,CARSON,0.98892,0.84816,0.962559,0.958933,2 out of 10,0 out of 9,2 out of 10
2024,290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,CLARK,0.98892,0.84816,1.106416,1.072365,0 out of 10,1 out of 9,1 out of 10
2024,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,CLARK,0.98892,0.84816,1.073341,1.065485,0 out of 10,0 out of 9,0 out of 10
2024,290032,NORTHERN NEVADA MEDICAL CENTER,2375 E PRATER WAY,SPARKS,NV,89434,WASHOE,0.98892,0.84816,0.945602,0.951771,3 out of 10,0 out of 9,3 out of 10
2024,290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,89128,CLARK,0.98892,0.84816,1.059491,1.090261,0 out of 10,0 out of 9,0 out of 10
2024,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,89144,CLARK,0.98892,0.84816,1.097896,1.070079,0 out of 10,1 out of 9,1 out of 10
2024,290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,CLARK,0.98892,0.84816,1.040646,1.076677,0 out of 10,0 out of 9,0 out of 10
2024,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,CLARK,0.98892,0.84816,1.114979,1.096098,0 out of 10,0 out of 9,0 out of 10
2024,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,0.98892,0.84816,1.044779,1.051929,0 out of 10,0 out of 9,0 out of 10
2024,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,WASHOE,0.98892,0.84816,0.879408,0.93721,4 out of 10,0 out of 9,4 out of 10
2024,290053,SAINT ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,CLARK,0.98892,0.84816,1.047157,1.069513,0 out of 10,0 out of 9,0 out of 10
2024,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,CLARK,0.98892,0.84816,1.056677,1.04148,0 out of 10,0 out of 9,0 out of 10
2024,290057,HENDERSON HOSPITAL,1050 WEST GALLERIA DRIVE,HENDERSON,NV,89011,CLARK,0.98892,0.84816,1.107971,1.021436,0 out of 10,3 out of 9,3 out of 10
2024,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,MERRIMACK,0.98892,0.84816,1.007044,1.022394,0 out of 10,0 out of 9,0 out of 10
2024,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,GRAFTON,0.98892,0.84816,1.018179,1.009804,0 out of 10,0 out of 9,0 out of 10
2024,300005,CONCORD HOSPITAL- LACONIA,80 HIGHLAND ST,LACONIA,NH,3246,BELKNAP,0.98892,0.84816,1.003465,0.962186,2 out of 10,2 out of 9,2 out of 10
2024,300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,3060,HILLSBOROUGH,0.98892,0.84816,1.036373,0.964876,2 out of 10,3 out of 9,3 out of 10
2024,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103,HILLSBOROUGH,0.98892,0.84816,0.996588,1.03487,0 out of 10,0 out of 9,0 out of 10
2024,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,3867,STRAFFORD,0.98892,0.84816,0.978402,0.936885,4 out of 10,3 out of 9,4 out of 10
2024,300017,PARKLAND MEDICAL CENTER,1 PARKLAND DRIVE,DERRY,NH,3038,ROCKINGHAM,0.98892,0.84816,0.949147,0.997198,0 out of 10,0 out of 9,0 out of 10
2024,300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,3820,STRAFFORD,0.98892,0.84816,0.975008,0.929038,4 out of 10,3 out of 9,4 out of 10
2024,300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,KEENE,NH,3431,CHESHIRE,0.98892,0.84816,0.944999,0.942148,3 out of 10,0 out of 9,3 out of 10
2024,300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060,HILLSBOROUGH,0.98892,0.84816,0.983115,0.963806,2 out of 10,1 out of 9,2 out of 10
2024,300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,3833,ROCKINGHAM,0.98892,0.84816,0.971581,0.947075,3 out of 10,1 out of 9,3 out of 10
2024,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,ROCKINGHAM,0.98892,0.84816,1.008148,1.000727,0 out of 10,0 out of 9,0 out of 10
2024,300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,HILLSBOROUGH,0.98892,0.84816,1.01903,0.97245,2 out of 10,2 out of 9,2 out of 10
2024,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,BERGEN,0.98892,0.84816,1.071745,1.077976,0 out of 10,0 out of 9,0 out of 10
2024,310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,7112,ESSEX,0.98892,0.84816,1.06738,1.049451,0 out of 10,0 out of 9,0 out of 10
2024,310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,7047,HUDSON,0.98892,0.84816,1.006265,1.053216,0 out of 10,0 out of 9,0 out of 10
2024,310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,8822,HUNTERDON,0.98892,0.84816,1.00509,0.990407,0 out of 10,0 out of 9,0 out of 10
2024,310006,ST MARY'S GENERAL HOSPITAL,350 BOULEVARD,PASSAIC,NJ,7055,PASSAIC,0.98892,0.84816,1.034513,1.065003,0 out of 10,0 out of 9,0 out of 10
2024,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,BERGEN,0.98892,0.84816,1.070792,1.081153,0 out of 10,0 out of 9,0 out of 10
2024,310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAASS DRIVE,BELLEVILLE,NJ,7109,ESSEX,0.98892,0.84816,1.117214,1.077126,0 out of 10,1 out of 9,1 out of 10
2024,310010,UNIVERSITY MEDICAL CENTER OF PRINCETON AT PLAINSBORO,ONE-FIVE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,MIDDLESEX,0.98892,0.84816,0.97571,0.984371,1 out of 10,0 out of 9,1 out of 10
2024,310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT HOUSE,NJ,8210,CAPE MAY,0.98892,0.84816,1.008846,1.006885,0 out of 10,0 out of 9,0 out of 10
2024,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,7450,BERGEN,0.98892,0.84816,0.988364,1.023963,0 out of 10,0 out of 9,0 out of 10
2024,310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,8103,CAMDEN,0.98892,0.84816,1.086546,1.043039,0 out of 10,1 out of 9,1 out of 10
2024,310015,MORRISTOWN MEDICAL CENTER,100 MADISON AVE,MORRISTOWN,NJ,7960,MORRIS,0.98892,0.84816,1.026111,1.042224,0 out of 10,0 out of 9,0 out of 10
2024,310016,CAREPOINT HEALTH-CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,7306,HUDSON,0.98892,0.84816,1.086785,1.112096,0 out of 10,0 out of 9,0 out of 10
2024,310017,CHILTON MEDICAL CENTER,97 WEST PARKWAY,POMPTON PLAINS,NJ,7444,MORRIS,0.98892,0.84816,1.087193,1.113049,0 out of 10,0 out of 9,0 out of 10
2024,310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER INC,703 MAIN ST,PATERSON,NJ,7503,PASSAIC,0.98892,0.84816,1.048671,1.082297,0 out of 10,0 out of 9,0 out of 10
2024,310022,WEST JERSEY HOSPITAL,100 BOWMAN DRIVE,VOORHEES,NJ,8043,CAMDEN,0.98892,0.84816,1.077707,1.051398,0 out of 10,1 out of 9,1 out of 10
2024,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,7065,UNION,0.98892,0.84816,1.110746,1.064761,0 out of 10,1 out of 9,1 out of 10
2024,310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,7002,HUDSON,0.98892,0.84816,1.094241,1.083947,0 out of 10,0 out of 9,0 out of 10
2024,310027,TRINITAS REGIONAL MEDICAL CENTER,200 WILLIAMSON STREET,ELIZABETH,NJ,7207,UNION,0.98892,0.84816,1.165214,1.157331,0 out of 10,0 out of 9,0 out of 10
2024,310028,NEWTON MEDICAL CENTER,175 HIGH ST,NEWTON,NJ,7860,SUSSEX,0.98892,0.84816,1.034688,1.050828,0 out of 10,0 out of 9,0 out of 10
2024,310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,1600 HADDON AVENUE,CAMDEN,NJ,8103,CAMDEN,0.98892,0.84816,1.031124,1.060147,0 out of 10,0 out of 9,0 out of 10
2024,310031,DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,BURLINGTON,0.98892,0.84816,1.016296,1.024218,0 out of 10,0 out of 9,0 out of 10
2024,310032,INSPIRA MEDICAL CENTER VINELAND,1505 W SHERMAN AVE,VINELAND,NJ,8360,CUMBERLAND,0.98892,0.84816,1.043089,1.078726,0 out of 10,0 out of 9,0 out of 10
2024,310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,7701,MONMOUTH,0.98892,0.84816,1.038246,1.07622,0 out of 10,0 out of 9,0 out of 10
2024,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,8901,MIDDLESEX,0.98892,0.84816,1.06569,1.082307,0 out of 10,0 out of 9,0 out of 10
2024,310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,MIDDLESEX,0.98892,0.84816,1.079566,1.085741,0 out of 10,0 out of 9,0 out of 10
2024,310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,7030,HUDSON,0.98892,0.84816,1.112297,1.070642,0 out of 10,1 out of 9,1 out of 10
2024,310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,8755,OCEAN,0.98892,0.84816,1.113238,1.116161,0 out of 10,0 out of 9,0 out of 10
2024,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,8534,MERCER,0.98892,0.84816,1.079114,1.063097,0 out of 10,0 out of 9,0 out of 10
2024,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,7631,BERGEN,0.98892,0.84816,1.048856,1.06029,0 out of 10,0 out of 9,0 out of 10
2024,310047,SHORE MEDICAL CENTER,100 MEDICAL CENTER WAY,SOMERS POINT,NJ,8244,ATLANTIC,0.98892,0.84816,1.014604,0.989719,0 out of 10,1 out of 9,1 out of 10
2024,310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,110 REHILL AVE,SOMERVILLE,NJ,8876,SOMERSET,0.98892,0.84816,1.04928,1.044255,0 out of 10,0 out of 9,0 out of 10
2024,310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,25 POCONO ROAD,DENVILLE,NJ,7834,MORRIS,0.98892,0.84816,1.00895,1.036591,0 out of 10,0 out of 9,0 out of 10
2024,310051,OVERLOOK MEDICAL CENTER,99 BEAUVOIR AVENUE,SUMMIT,NJ,7901,UNION,0.98892,0.84816,1.016854,1.025103,0 out of 10,0 out of 9,0 out of 10
2024,310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,8724,OCEAN,0.98892,0.84816,1.077502,1.135975,0 out of 10,0 out of 9,0 out of 10
2024,310054,HACKENSACKUMC MOUNTAINSIDE,1 BAY AVENUE,MONTCLAIR,NJ,7042,ESSEX,0.98892,0.84816,1.059234,1.061954,0 out of 10,0 out of 9,0 out of 10
2024,310057,VIRTUA MOUNT HOLLY HOSPITAL,175 MADISON AVE,MOUNT HOLLY,NJ,8060,BURLINGTON,0.98892,0.84816,1.05079,1.086391,0 out of 10,0 out of 9,0 out of 10
2024,310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,8865,WARREN,0.98892,0.84816,0.924082,0.974451,1 out of 10,0 out of 9,1 out of 10
2024,310061,VIRTUA WILLINGBORO HOSPITAL,218A SUNSET ROAD,WILLINGBORO,NJ,8046,BURLINGTON,0.98892,0.84816,1.076546,1.123157,0 out of 10,0 out of 9,0 out of 10
2024,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,1925 PACIFIC AVENUE,ATLANTIC CITY,NJ,8401,ATLANTIC,0.98892,0.84816,1.016177,1.018675,0 out of 10,0 out of 9,0 out of 10
2024,310069,INSPIRA MEDICAL CENTER ELMER,501 FRONT STREET,ELMER,NJ,8318,SALEM,0.98892,0.84816,1.041679,0.993187,0 out of 10,2 out of 9,2 out of 10
2024,310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,8901,MIDDLESEX,0.98892,0.84816,1.00363,1.023823,0 out of 10,0 out of 9,0 out of 10
2024,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 STATE ROUTE 33,NEPTUNE,NJ,7753,MONMOUTH,0.98892,0.84816,1.051178,1.064449,0 out of 10,0 out of 9,0 out of 10
2024,310074,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,JERSEY CITY,NJ,7302,HUDSON,0.98892,0.84816,1.054768,1.046185,0 out of 10,0 out of 9,0 out of 10
2024,310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,7740,MONMOUTH,0.98892,0.84816,1.095765,1.056889,0 out of 10,1 out of 9,1 out of 10
2024,310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,7039,ESSEX,0.98892,0.84816,1.049748,1.042432,0 out of 10,0 out of 9,0 out of 10
2024,310083,CAREWELL HEALTH MEDICAL CENTER,300 CENTRAL AVE,EAST ORANGE,NJ,7018,ESSEX,0.98892,0.84816,1.102302,1.161223,0 out of 10,0 out of 9,0 out of 10
2024,310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,600 RIVER AVE,LAKEWOOD,NJ,8701,OCEAN,0.98892,0.84816,1.121305,1.061517,0 out of 10,2 out of 9,2 out of 10
2024,310086,JEFFERSON STRATFORD HOSPITAL,18 EAST LAUREL ROAD,STRATFORD,NJ,8084,CAMDEN,0.98892,0.84816,1.02509,1.005179,0 out of 10,1 out of 9,1 out of 10
2024,310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,750 BRUNSWICK AVE,TRENTON,NJ,8638,MERCER,0.98892,0.84816,1.154566,1.126289,0 out of 10,0 out of 9,0 out of 10
2024,310096,SAINT MICHAEL'S MEDICAL CENTER,111 CENTRAL AVENUE,NEWARK,NJ,7102,ESSEX,0.98892,0.84816,0.951942,0.993373,0 out of 10,0 out of 9,0 out of 10
2024,310108,JFK MEDICAL CENTER,65 JAMES STREET,EDISON,NJ,8820,MIDDLESEX,0.98892,0.84816,1.129781,1.124043,0 out of 10,0 out of 9,0 out of 10
2024,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,8690,MERCER,0.98892,0.84816,1.038439,1.057008,0 out of 10,0 out of 9,0 out of 10
2024,310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,7728,MONMOUTH,0.98892,0.84816,1.076473,1.081518,0 out of 10,0 out of 9,0 out of 10
2024,310112,BAYSHORE MEDICAL CENTER,727 N BEERS ST,HOLMDEL,NJ,7733,MONMOUTH,0.98892,0.84816,1.030574,1.0727,0 out of 10,0 out of 9,0 out of 10
2024,310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,8050,OCEAN,0.98892,0.84816,1.03807,1.044431,0 out of 10,0 out of 9,0 out of 10
2024,310115,AHS HOSPITAL CORP,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,7840,WARREN,0.98892,0.84816,1.03708,1.102655,0 out of 10,0 out of 9,0 out of 10
2024,310118,HUDSON REGIONAL HOSPITAL,55 MEADOWLANDS PKWY,SECAUCUS,NJ,7094,HUDSON,0.98892,0.84816,1.141689,1.048815,0 out of 10,3 out of 9,3 out of 10
2024,310119,THE UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,7103,ESSEX,0.98892,0.84816,1.140807,1.078583,0 out of 10,2 out of 9,2 out of 10
2024,310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,250 OLD HOOK ROAD,WESTWOOD,NJ,7675,BERGEN,0.98892,0.84816,1.100828,1.048329,0 out of 10,2 out of 9,2 out of 10
2024,320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,87106,BERNALILLO,0.98892,0.84816,1.041627,1.023764,0 out of 10,0 out of 9,0 out of 10
2024,320002,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,455 ST MICHAEL'S DRIVE,SANTA FE,NM,87505,SANTA FE,0.98892,0.84816,0.924909,0.877565,8 out of 10,6 out of 9,8 out of 10
2024,320004,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,0.98892,0.84816,0.966055,0.988011,1 out of 10,0 out of 9,1 out of 10
2024,320005,SAN JUAN REGIONAL MEDICAL CENTER INC,801 WEST MAPLE STREET,FARMINGTON,NM,87401,SAN JUAN,0.98892,0.84816,0.956748,0.968779,2 out of 10,0 out of 9,2 out of 10
2024,320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,ROSWELL,NM,88201,CHAVES,0.98892,0.84816,0.920624,0.973381,1 out of 10,0 out of 9,1 out of 10
2024,320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,87102,BERNALILLO,0.98892,0.84816,0.998259,0.964852,2 out of 10,2 out of 9,2 out of 10
2024,320011,PRESBYTERIAN ESPANOLA HOSPITAL,1010 SPRUCE STREET,ESPANOLA,NM,87532,SANTA FE,0.98892,0.84816,0.900159,0.835294,10 out of 10,9 out of 9,10 out of 10
2024,320017,LOVELACE WOMEN'S HOSPITAL,4701 MONTGOMERY BOULEVARD NE,ALBUQUERQUE,NM,87109,BERNALILLO,0.98892,0.84816,0.968227,0.977228,1 out of 10,0 out of 9,1 out of 10
2024,320018,MEMORIAL MEDICAL CENTER,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,88011,DONA ANA,0.98892,0.84816,1.021031,1.053184,0 out of 10,0 out of 9,0 out of 10
2024,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,87106,BERNALILLO,0.98892,0.84816,0.966147,0.974951,1 out of 10,0 out of 9,1 out of 10
2024,320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,ARTESIA,NM,88210,EDDY,0.98892,0.84816,0.918979,1.013432,0 out of 10,0 out of 9,0 out of 10
2024,320059,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,SHIPROCK,NM,87420,SAN JUAN,0.98892,0.84816,0.848536,0.847465,10 out of 10,9 out of 9,10 out of 10
2024,320061,GALLUP INDIAN MEDICAL CENTER,516 E NIZHONI BLVD,GALLUP,NM,87301,MCKINLEY,0.98892,0.84816,0.767098,0.743294,10 out of 10,9 out of 9,10 out of 10
2024,320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE STREET,CARLSBAD,NM,88220,EDDY,0.98892,0.84816,0.898776,1.090672,0 out of 10,0 out of 9,0 out of 10
2024,320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,87114,BERNALILLO,0.98892,0.84816,0.983075,0.910524,6 out of 10,5 out of 9,6 out of 10
2024,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,88011,DONA ANA,0.98892,0.84816,1.060802,1.033324,0 out of 10,1 out of 9,1 out of 10
2024,320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,0.98892,0.84816,1.033887,0.932188,4 out of 10,5 out of 9,5 out of 10
2024,320089,UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,SANDOVAL,0.98892,0.84816,0.943176,0.901435,6 out of 10,4 out of 9,6 out of 10
2024,330005,KALEIDA HEALTH,100 HIGH STREET,BUFFALO,NY,14210,ERIE,0.98892,0.84816,0.958166,0.956004,3 out of 10,0 out of 9,3 out of 10
2024,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,WESTCHESTER,0.98892,0.84816,1.108975,1.198655,0 out of 10,0 out of 9,0 out of 10
2024,330008,WYOMING COUNTY COMMUNITY HOSPITAL,400 NORTH MAIN STREET,WARSAW,NY,14569,WYOMING,0.98892,0.84816,0.895919,1.003411,0 out of 10,0 out of 9,0 out of 10
2024,330009,BRONX HEALTH SYSTEM,1276 FULTON AVENUE,BRONX,NY,10456,BRONX,0.98892,0.84816,0.949576,0.988882,1 out of 10,0 out of 9,1 out of 10
2024,330013,ALBANY MEDICAL CENTER HOSPITAL,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,12208,ALBANY,0.98892,0.84816,1.002999,0.999947,0 out of 10,0 out of 9,0 out of 10
2024,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,11418,QUEENS,0.98892,0.84816,1.017688,1.057511,0 out of 10,0 out of 9,0 out of 10
2024,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,KINGS,0.98892,0.84816,1.092278,1.126942,0 out of 10,0 out of 9,0 out of 10
2024,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,12601,DUTCHESS,0.98892,0.84816,0.982432,0.960654,2 out of 10,1 out of 9,2 out of 10
2024,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,0.98892,0.84816,0.984012,1.00972,0 out of 10,0 out of 9,0 out of 10
2024,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,0.98892,0.84816,1.043004,1.099059,0 out of 10,0 out of 9,0 out of 10
2024,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10310,RICHMOND,0.98892,0.84816,1.03718,1.084226,0 out of 10,0 out of 9,0 out of 10
2024,330030,NEWARK-WAYNE COMMUNITY HOSPITAL,111 DRIVING PARK AVENUE,NEWARK,NY,14513,WAYNE,0.98892,0.84816,0.86898,0.894572,7 out of 10,0 out of 9,7 out of 10
2024,330043,NS/LIJ HS SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,11706,SUFFOLK,0.98892,0.84816,1.044598,1.051096,0 out of 10,0 out of 9,0 out of 10
2024,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13502,ONEIDA,0.98892,0.84816,1.01943,1.022656,0 out of 10,0 out of 9,0 out of 10
2024,330045,NS/LIJ HS HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,11743,SUFFOLK,0.98892,0.84816,1.009926,0.976469,1 out of 10,2 out of 9,2 out of 10
